253.5,287.3
253.3,294.7
249.1,296.1
248.9,290.4
258.1,285.5
245.7,284.4
244.6,287.2
245.4,271.7
242.9,273.3
243.2,278.0
261.9,278.1
257.0,288.2
261.7,277.0
258.7,267.7
256.2,274.2
253.9,265.9
253.8,267.8
249.9,267.3
250.0,273.3
252.0,263.9
252.0,265.7
244.7,267.1
243.6,257.6
237.5,257.9
241.5,261.5
240.6,257.5
238.6,261.1
258.4,272.4
265.2,284.5
267.5,295.5
259.5,283.3
259.7,282.9
265.9,279.3
267.9,278.1
271.3,286.9
267.3,287.0
268.7,286.7
266.2,287.7
260.6,278.3
267.9,269.1
289.9,278.5
289.1,270.5
286.8,279.3
275.7,291.4
274.4,289.4
256.9,289.7
257.0,272.7
261.0,266.5
261.4,264.3
261.7,270.1
260.5,274.5
265.3,276.0
267.6,276.0
274.7,297.1
272.7,295.4
266.1,289.5
262.1,273.6
261.8,263.3
249.5,261.8
237.5,270.3
245.3,263.0
244.0,281.8
271.0,281.7
269.0,285.8
270.8,289.2
280.8,270.4
280.7,284.8
293.2,285.6
295.2,291.0
295.4,294.9
290.3,289.7
282.6,289.1
276.6,291.8
277.8,281.5
277.1,293.1
277.0,269.4
264.8,269.3
263.5,277.6
263.7,277.5
271.2,277.9
257.1,261.5
267.6,263.3
263.1,253.4
269.0,247.8
277.9,243.9
289.5,258.7
290.0,256.9
290.0,283.6
306.4,275.4
308.6,287.5
308.3,287.7
301.9,289.0
301.9,305.0
302.5,304.2
302.9,301.4
304.0,294.9
310.7,311.2
304.9,309.2
309.8,299.2
307.8,305.2
307.6,305.0
304.7,293.2
308.1,289.7
298.9,294.8
286.7,292.2
287.5,296.8
287.2,294.5
288.8,288.4
271.0,286.5
272.6,295.2
282.6,294.4
275.9,289.0
279.9,288.8
280.7,293.4
287.9,306.1
294.1,303.6
293.2,304.8
297.9,299.6
276.3,282.6
280.1,285.6
274.7,284.1
281.2,269.8
281.4,273.4
277.8,270.5
288.9,269.3
291.2,276.9
284.1,282.9
287.2,283.5
291.7,284.4
279.4,286.1
281.3,302.3
281.5,298.4
278.1,294.8
274.5,288.2
269.8,288.3
264.3,278.2
259.3,276.9
264.3,275.1
272.3,272.2
272.3,268.3
280.4,263.6
276.3,273.3
285.6,278.7
287.6,279.6
289.8,283.0
291.8,268.2
278.9,287.1
280.9,297.6
276.0,284.2
277.9,270.1
277.6,283.7
278.3,275.9
279.0,257.3
278.8,258.3
273.0,259.1
278.2,243.5
266.7,236.5
270.3,236.4
278.7,236.2
275.7,236.7
277.7,242.3
273.7,257.5
272.1,256.4
274.4,233.5
271.1,238.0
261.1,241.8
263.0,236.5
276.3,232.8
268.5,238.9
266.1,248.4
286.0,243.2
284.3,255.2
276.8,262.9
274.2,269.9
275.5,277.8
268.9,277.9
272.8,283.7
274.2,277.6
290.1,297.5
287.3,297.4
288.5,296.5
301.0,288.6
298.1,289.3
299.5,288.5
294.1,288.5
294.3,282.5
294.3,266.4
292.3,264.9
286.8,263.9
275.1,256.2
274.5,245.1
276.4,248.0
273.2,246.0
272.9,272.1
274.0,282.2
274.6,285.3
274.4,289.8
289.9,283.0
283.6,288.8
289.8,296.7
290.2,296.7
285.5,288.4
276.5,286.8
273.9,288.8
283.1,278.8
303.7,282.2
311.9,277.5
310.9,271.9
287.1,272.0
307.4,271.2
308.5,271.2
308.6,276.1
311.0,270.8
300.7,276.3
289.5,278.5
293.9,285.2
292.8,285.3
293.3,293.6
293.4,289.0
292.2,291.5
295.3,292.1
281.9,284.0
286.8,282.0
281.9,270.6
284.9,266.4
287.9,272.8
285.7,268.4
285.7,278.0
289.2,283.4
293.3,292.5
286.9,299.8
291.4,291.7
299.8,295.4
303.3,289.1
305.3,265.1
305.8,261.1
319.8,243.1
310.8,236.7
289.4,232.4
279.4,240.0
284.6,244.3
286.1,246.5
285.6,254.3
279.3,277.8
278.3,281.8
292.4,271.8
280.5,268.9
276.9,283.8
288.6,280.7
290.6,280.4
286.4,280.5
300.4,299.8
299.2,288.4
296.7,277.5
310.6,276.1
311.8,280.1
306.7,276.5
303.8,282.8
314.5,266.7
316.1,266.8
319.6,267.8
320.4,266.8
330.6,277.5
330.4,278.3
328.1,293.5
322.2,293.3
316.3,294.7
322.2,296.4
317.5,296.8
299.2,286.4
290.7,287.4
290.8,279.9
308.2,267.8
306.2,270.6
313.6,272.2
316.1,272.0
312.7,259.5
311.5,261.5
320.1,253.5
288.1,247.9
304.7,245.8
304.4,255.4
304.2,258.0
306.3,256.5
312.9,260.5
315.0,286.3
316.0,287.8
318.4,289.8
315.5,283.8
293.8,285.5
298.9,292.4
288.9,292.4
274.9,286.9
280.7,287.7
280.9,283.0
261.2,287.4
244.0,284.1
243.5,276.7
248.2,298.8
262.2,299.1
258.8,307.2
262.4,305.2
267.2,307.3
269.5,307.0
273.1,300.4
268.1,316.2
276.1,297.7
278.1,290.3
282.1,300.5
288.9,293.7
293.8,293.5
285.0,277.5
295.5,280.8
296.3,280.6
297.4,271.5
303.4,271.5
305.1,273.4
306.5,272.5
308.8,277.5
305.1,261.0
302.9,269.5
304.1,272.0
301.3,275.0
302.4,265.4
297.1,268.4
297.4,277.2
293.7,277.7
303.6,279.0
299.9,276.2
296.2,276.5
296.1,267.9
300.0,263.3
306.1,263.2
300.0,237.3
301.4,240.8
301.9,251.6
293.4,256.5
292.9,248.8
282.4,248.8
274.4,249.3
274.1,249.6
262.7,263.6
265.0,256.7
263.7,249.7
264.2,247.9
282.0,261.6
272.7,266.1
272.8,275.0
271.0,273.6
274.7,271.4
275.8,273.4
274.5,270.0
272.2,269.9
258.1,266.1
247.0,261.1
249.8,260.7
262.1,268.6
263.8,280.4
270.0,269.7
269.6,271.4
252.4,274.5
263.9,270.8
252.7,281.0
258.8,280.8
267.0,275.3
260.6,264.1
276.6,257.6
278.0,239.8
283.7,237.8
284.0,248.5
284.5,251.3
289.0,254.1
282.4,254.3
281.2,262.3
275.2,267.5
279.6,267.3
259.6,286.1
253.4,283.6
247.4,283.6
247.4,286.2
251.4,286.0
241.6,285.8
243.6,292.6
247.6,298.6
244.0,298.3
242.0,299.7
240.9,294.1
231.7,293.0
233.3,294.7
234.4,280.5
252.4,285.2
266.4,283.5
268.4,276.6
273.7,274.4
273.4,272.9
265.1,282.3
279.6,284.4
288.3,282.1
285.9,286.1
286.4,287.8
295.7,287.8
300.3,284.4
298.4,282.7
295.3,271.3
300.1,280.1
299.7,273.3
298.0,279.7
294.6,278.8
290.4,299.3
285.5,304.1
301.5,291.5
283.2,294.2
283.2,296.2
285.8,305.3
281.3,291.9
279.0,289.6
275.2,294.8
279.7,277.1
272.1,292.1
273.4,293.1
279.0,289.6
288.8,281.4
290.0,266.8
285.9,267.2
290.0,266.0
293.5,253.0
277.8,251.4
277.1,252.9
267.6,270.7
278.1,268.5
281.1,268.2
280.3,265.3
276.4,258.9
272.6,258.3
284.4,263.3
274.4,266.6
274.1,266.7
276.8,294.3
280.8,293.6
281.5,291.4
277.0,292.4
266.8,279.3
286.2,282.0
296.5,281.1
288.1,278.3
289.4,281.6
296.3,289.6
298.3,294.5
298.9,295.9
307.6,294.7
306.4,296.4
314.8,296.4
306.9,296.7
300.3,285.3
287.2,279.5
283.2,281.5
276.6,269.3
282.4,281.3
284.7,284.1
278.7,282.4
276.8,265.3
274.8,252.8
268.1,256.7
270.7,256.9
278.0,271.5
283.5,276.9
283.5,267.6
289.3,264.0
291.9,263.3
298.4,272.2
305.8,297.3
301.8,294.1
285.0,288.5
289.2,301.1
290.4,291.8
295.5,289.3
301.9,288.9
298.7,298.9
303.1,284.9
301.1,283.0
288.8,302.1
294.5,297.5
305.2,290.2
312.1,286.6
311.2,291.1
312.5,285.0
314.2,291.9
312.7,280.4
309.2,283.4
304.2,286.1
298.9,291.8
299.0,292.1
281.8,293.9
282.2,296.0
278.9,294.0
280.9,291.9
275.5,293.3
277.9,293.7
276.6,285.7
277.1,289.2
296.3,284.3
293.3,281.7
291.6,272.1
277.7,272.3
264.6,282.4
276.4,281.3
262.5,295.3
272.3,295.7
273.8,273.9
272.3,273.8
264.9,292.0
261.1,274.9
260.2,285.6
276.0,281.7
279.8,283.8
279.8,283.8
285.6,263.8
280.7,265.2
292.5,279.6
294.5,277.4
287.2,271.4
287.2,266.1
290.6,259.8
264.4,242.2
262.4,229.7
267.9,229.7
287.2,237.3
294.0,236.5
292.0,234.6
290.9,229.4
290.0,230.2
303.9,231.7
302.8,257.7
294.5,276.8
294.1,276.7
304.5,276.3
304.1,283.8
304.1,284.0
291.8,284.2
291.4,274.0
291.1,278.0
297.1,277.7
297.2,280.3
287.0,288.2
287.5,289.8
282.9,289.1
286.8,290.6
283.6,299.7
297.2,291.6
292.1,278.6
283.5,273.5
283.3,279.6
285.3,277.5
284.0,276.0
260.0,285.5
264.4,291.0
264.2,293.2
265.7,293.1
257.0,290.0
260.7,289.9
265.6,285.5
255.0,286.8
253.8,278.8
257.8,274.8
269.3,276.4
279.7,275.9
276.5,274.8
284.2,278.1
289.1,265.1
286.9,263.4
286.6,272.3
293.2,272.3
282.4,272.9
277.5,278.2
275.3,288.7
283.7,288.7
297.5,286.7
298.8,280.7
295.2,271.5
276.8,271.9
276.7,278.3
281.2,278.3
277.6,278.4
282.1,288.6
284.8,276.2
302.9,287.1
313.9,297.7
314.4,288.3
313.5,288.0
305.9,277.2
306.4,288.2
305.9,273.7
306.1,281.3
314.4,280.9
315.5,297.2
313.5,303.1
302.0,300.5
301.3,300.8
309.1,303.3
315.0,298.4
313.4,294.3
300.1,311.0
303.3,310.2
299.1,296.9
313.3,297.3
312.4,280.0
310.1,280.0
301.7,283.8
299.5,273.3
310.7,281.3
311.7,281.3
311.4,291.2
307.0,290.3
307.3,289.0
306.7,282.3
284.2,253.3
297.2,269.0
285.2,287.3
286.1,296.0
286.8,296.1
300.8,284.8
307.3,284.2
294.0,292.0
277.3,287.5
276.3,296.5
278.0,317.2
288.5,321.0
292.3,319.3
